word,sentence,word_mean
who,Who the hell are you?,"used especially in questions as the subject or object of a verb , when asking which person or people , or when asking what someone's name is"
back,I'll be back in a minute.,"in, into, or towards a previous place or condition , or an earlier time"
look,Let me look at you.,to direct your eyes in order to see
an,Keep an eye on him.,"used instead of ""a"" when the following word begins with a vowel sound"
take,I'll take care of it.,"to remove something, especially without permission"
them,Get them out of here.,"used, usually as the object of a verb or preposition , to refer to people , things, animals , situations , or ideas that have already been mentioned"
he's,For he's a jolly good fellow,short form of he is
us,Just the two of us.,used as the object of a verb or a preposition to refer to a group that includes the speaker and at least one other person
can't,You can't go in there.,short form of cannot
been,How long have you been here?,past participle of be
tell,Why didn't you tell me?,"to say something to someone, often giving them information or instructions"
okay,You're gonna be okay.,used to show that you agree with something or agree to do something
would,Would you like some coffee?,used to refer to future time from the point of view of the past
were,Where were you last night?,past simple of be
had,I had nothing to do with it.,"past simple and past participle of have , also used with the past participle of other verbs to form the past perfect"
or,Take it or leave it.,used to connect different possibilities
then,Then why are you here?,(at) that time (in the past or in the future )
man,Do you know this man?,an adult male human being
some,Would you like some coffee?,an amount or number of something that is not stated or not known ; a part of something
hey,"Hey, what are you doing?","used as a way of attracting someone's attention , sometimes in a way that is not very polite"
gonna,What are you gonna do?,informal for going to
say,Why do you say that?,"to pronounce words or sounds , to express a thought , opinion , or suggestion , or to state a fact or instruction"
where,Where do you think you're going?,"to, at, or in what place"
our,We're on our way.,of or belonging to us
could,How could you do that?,"past simple of ""can"", used to talk about what someone or something was able or allowed to do"
didn't,Why didn't you tell me?,short form of did not
too,It's too late for that.,more than is needed or wanted ; more than is suitable or enough
down,Why don't you sit down?,"in or towards a low or lower position , from a higher one"
by,What do you mean by that?,used to show the person or thing that does something
way,Get out of the way!,"a route , direction , or path"
really,Do you really think so?,in fact
something,Let me tell you something.,"an object , situation , quality , or action that is not exactly known or stated"
has,How long has it been?,he/she/it form of have
we're,We're on our way.,short form of we are
i've,I've been waiting for you.,short form of I have
very,"Thank you very much, sir.",(used to add emphasis to an adjective or adverb ) to a great degree or extremely
make,What difference does it make?,"to produce something, often using a particular substance or material"
more,What more do you want?,a larger or extra number or amount
never,I've never seen anything like it.,not at any time or not on any occasion
what's,What's the matter with you?,short form of what is or what has
little,I'll be back in a little while.,small in size or amount
over,I've been looking all over for you.,"above or higher than something else , sometimes so that one thing covers the other; above"
let,Let me tell you something.,to allow something to happen or someone to do something by not doing anything to stop an action or by giving your permission
mr,"My dear guests, I am Mr. Roarke, your host.","a title used before the family name or full name of a man who has no other title , or when talking to man who holds a particular official position"
need,I need to talk to you.,"to have to have something, or to want something very much"
only,It'll only take a minute.,"used to show that there is a single one or very few of something, or that there are no others"
please,"May I have your attention, please?",used to make a request more polite
give,Let me give you a hand.,"to offer something to someone, or to provide someone with something"
let's,Let's get out of here.,used to express a suggestion or request that includes you and the other person or people
off,Get your hands off me!,"away from a place or position , especially the present place , position , or time"
mean,What's that supposed to mean?,"to express or represent something such as an idea , thought , or fact"
there's,There's nothing to worry about.,short form of there is or there has
any,It doesn't make any sense.,"some, or even the smallest amount or number of"
two,Just the two of us.,the number 2
sir,"How do you do, sir?","used as a formal and polite way of speaking to a man, especially one who you are providing a service to or who is in a position of authority"
sorry,Sorry to keep you waiting.,"used to say that you wish you had not done what you have done, especially when you want to be polite to someone you have done something bad to"
said,Did you hear what I said?,past simple and past participle of say
thank,"Thank you very much, sir.",to express to someone that you are pleased about or are grateful for something that they have done
love,You're gonna love it.,"to like another adult very much and be romantically and sexually attracted to them, or to have strong feelings of liking a friend or person in your family"
am,What am I supposed to do?,I form of be
people,Who are all these people?,"men, women, and children"
sure,How can you be so sure?,certain ; without any doubt
should,How the hell should I know?,used to say or ask what is the correct or best thing to do
because,Not because I'm in here or because you think I should.,for the reason that
much,"Thank you very much, sir.",a large amount or to a large degree
even,Don't even think about it.,"used to show that something is surprising , unusual , unexpected , or extreme"
doing,What are you doing here?,to be done or caused by someone
thing,You did the right thing.,used to refer in an approximate way to an object or to avoid naming it
help,"Here, let me help you.","to make it possible or easier for someone to do something, by doing part of the work yourself or by providing advice , money , support , etc"
these,These are the voyages of the Starship Enterprise.,plural of this
she's,This is Mrs. H. She's gorgeous.,short form of she is
anything,Is there anything I can do?,"used in questions and negatives to mean ""something"""
uh,"Uh, how do you do?",used in writing to represent the sound that people sometimes make when they are thinking what to say next
nothing,There's nothing to worry about.,not anything
first,First thing in the morning.,"(a person or thing) coming before all others in order , time , amount , quality , or importance"
find,How did you find me?,"to discover , especially where a thing or person is, either unexpectedly or by searching , or to discover where to get or how to achieve something"
must,There must be some mistake.,used to show that it is necessary or very important that something happens in the present or future
into,You talked me into it.,"to the inside or middle of a place , container , area , etc"
still,Why are you still here?,continuing to happen or continuing to be done
wait,You'll have to wait.,"to allow time to go by, especially while staying in one place without doing very much, until someone comes, until something that you are expecting happens or until you can do something"
again,You can say that again.,one more time
life,It's a matter of life and death.,"the period between birth and death , or the experience or state of being alive"
maybe,"Well, maybe you're right.",used to show that something is possible or that something might be true
away,Don't let him get away!,"somewhere else , or to or in a different place , position , or situation"
day,That'll be the day.,"a period of 24 hours , especially from twelve o'clock one night to twelve o'clock the next night"
before,Cheers is filmed before a live studio audience.,at or during a time earlier than (the thing mentioned )
call,What do you call it?,"to give someone or something a name , or to know or address someone by a particular name"
they're,They're waiting for you.,short form of they are
night,Where were you last night?,the part of every 24-hour period when it is dark because there is very little light from the sun
work,I've got work to do.,"an activity , such as a job , that a person uses physical or mental effort to do, usually for money"
talk,I want to talk to you.,to say words aloud ; to speak to someone
put,Let me put it this way.,"to move something or someone into the stated place , position , or direction"
better,You know better than that.,"comparative of good : of a higher standard , or more suitable , pleasing , or effective than other things or people"
after,As Roger Ramjet and his men Get all the crooks they're after.,"following in time , place , or order"
god,Thank God you're here.,"a spirit or being believed to control some part of the universe or life and often worshipped for doing so, or something that represents this spirit or being"
stop,Why did you stop me?,to finish doing something that you were doing
home,Why don't you go home?,"the house , apartment , etc. where you live , especially with your family"
won't,It won't be long now.,short form of will not
thought,I thought I'd never see you again.,past simple and past participle of think
than,You know better than that.,used to join two parts of a comparison
those,Where did you get those?,plural of that
other,You two know each other?,as well as the thing or person already mentioned
their,They're on their way.,of or belonging to them
great,This is gonna be great.,"large in amount , size , or degree"
long,What took you so long?,continuing for a large amount of time
last,Where were you last night?,(the person or thing) after everyone or everything else
we'll,We'll see about that.,short form of we will
keep,Sorry to keep you waiting.,to have or continue to have in your possession
told,Do as you're told.,past simple and past participle of tell
you've,You've got to be kidding.,short form of you have
old,We'll have a gay old time,having lived or existed for many years
i'd,I'd like to talk to you.,short form of I had
around,What's going on around here?,"in a position or direction surrounding , or in a direction going along the edge of or from one part to another (of)"
leave,Take it or leave it.,"to go away from someone or something, for a short time or permanently"
new,So what else is new?,recently created or having started to exist recently
always,I have always wanted to have a neighbor just like you.,every time or all the time
things,I've got things to do.,used to refer in an approximate way to an object or to avoid naming it
money,Do you have any money?,"coins or notes (= special pieces of paper ) that are used to buy things, or an amount of these that a person has"
does,What difference does it make?,he/she/it form of do
you'll,You'll be all right.,short form of you will
ever,How can I ever thank you?,at any time
doesn't,It doesn't make any sense.,short form of does not
years,I've known him for years.,a long time
name,What did you say your name was?,"the word or words that a person , thing, or place is known by"
isn't,"That's what you want, isn't it?",short form of is not
place,There's no place like home.,"an area , town , building , etc"
everything,Everything will be all right.,all things
big,You're making a big mistake.,large in size or amount
believe,"You don't believe me, do you?","to think that something is true , correct , or real"
hello,"Hello, Hal, do you read me?",used when meeting or greeting someone
nice,Nice to see you again.,"pleasant , enjoyable , or satisfactory"
made,I've made up my mind.,past simple and past participle of make
feel,How do you feel now?,to experience something physical or emotional
father,"Bless me, Father, for I have sinned.",a male parent
guy,You got the wrong guy.,a man
thanks,Thanks for all your help.,→ thank you
listen,"Now, you listen to me.","to give attention to someone or something in order to hear him, her, or it"
three,"One, two, three, four, five.",the number 3
may,"May I have your attention, please?",used to express possibility
fine,You're gonna be fine.,good or good enough; healthy and well
stay,Stay right where you are.,to not move away from or leave a place or situation
lot,I've heard a lot about you.,lots (of) a large amount or number of people or things
huh,"What do you say, huh?",used to show that you have not heard or understood something
enough,That's good enough for me.,as much as is necessary ; in the amount or to the degree needed
course,"No, no, of course not.","a set of classes or a plan of study on a particular subject , usually leading to an exam or qualification"
house,Get out of my house!,"a building that people , usually one family , live in"
through,I know what you're going through.,from one end or side of something to the other
coming,You're coming with me.,happening soon
wrong,What is wrong with you?,not correct
understand,Do you understand what I'm saying?,to know the meaning of something that someone says
left,"Left, left, left, right, left.",on or towards the side of your body that is to the west when you are facing north
guys,What are you guys doing?,used to address a group of people of either sex
done,You shouldn't have done that.,past participle of do
kind,That's very kind of you.,"generous , helpful , and thinking about other people's feelings"
hear,Did you hear what I said?,to receive or become conscious of a sound using your ears
girl,Is it a boy or a girl?,"a female child or young woman, especially one still at school"
every,Every day they're out there making DuckTales,used when referring to all the members of a group of three or more
remember,"You don't remember me, do you?","to be able to bring back a piece of information into your mind , or to keep a piece of information in your memory"
bad,Is that good or bad?,unpleasant and causing difficulties
happened,What happened to your face?,past simple and past participle of happen
another,Let me put it another way.,one more person or thing or an extra amount
might,And who might you be?,"past simple of the verb may , used especially when reporting what someone has said, thought , asked , etc"
kill,He tried to kill me.,to cause someone or something to die
ask,Let me ask you something.,"to put a question to someone, or to request an answer from someone"
which,Which way did he go?,(used in questions and structures in which there is a fixed or limited set of answers or possibilities ) what one or ones
wanted,You wanted to see me?,wished for and loved by other people
came,I don't know what came over me.,past simple of come
mother,You're not my mother.,a female parent
boy,"Boy, am I glad to see you.","a male child or, more generally , a male of any age"
own,You're on your own.,belonging to or done by a particular person or thing
being,You're not being fair.,a person or thing that exists
mind,Are you out of your mind?,"the part of a person that makes it possible for him or her to think , feel emotions , and understand things"
dead,We thought you were dead.,not now living
try,You want to try it?,to attempt to do something
show,I want to show you something.,to make it possible for something to be seen
hi,"Hi, nice to meet you.","used as an informal greeting , usually to people who you know"
care,I'll take care of it.,the process of protecting someone or something and providing what that person or thing needs
ok,You're gonna be OK.,used to show that you agree with something or agree to do something
son,You crazy son of a bitch!,your male child
world,It's not the end of the world.,"the earth and all the people , places , and things on it"
today,How are you feeling today?,(on) the present day
else,What else do you want?,"used after words beginning with any- , every- , no- , and some- , or after how , what , where , who , why , but not which , to mean 'other', 'another', 'different', ' extra '"
morning,See you in the morning.,the part of the day from the time when the sun rises or you wake up until the middle of the day or lunch time
someone,Are you looking for someone?,used to refer to a single person when you do not know who they are or when it is not important who they are
talking,What are you talking about?,present participle of talk
same,They're all the same.,exactly like another or each other
miss,I wouldn't miss it for the world.,"to fail to do or experience something, often something planned or expected , or to avoid doing or experiencing something"
next,Lucille Ball and Desi Arnaz will be back next week at this same time.,being the first one after the present one or after the one just mentioned
car,Get out of the car.,"a road vehicle with an engine , four wheels , and seats for a small number of people"
looking,What are you looking at?,having the stated appearance
getting,What are you getting at?,present participle of get
wouldn't,"You'd like that, wouldn't you?",short form of would not
yourself,You ought to be ashamed of yourself.,"used when the subject of the verb is ""you"" or the person being spoken to, and the object is the same person"
found,What have you found out?,past simple and past participle of find
we've,We've got to get out of here.,short form of we have
friend,You're my best friend.,"a person who you know well and who you like a lot, but who is usually not a member of your family"
move,Move out of the way!,to ( cause to) change position
room,What are you doing in my room?,"a part of the inside of a building that is separated from other parts by walls , floor , and ceiling"
hold,"Hold it, hold it, hold it.",to take and keep something in your hand or arms
wasn't,"It was you, wasn't it?",short form of was not
dad,"Dad, what are you doing?",a father
real,This is the real thing.,existing in fact and not imaginary
went,We went to school together.,past simple of go
hell,What the hell are you doing?,"an extremely unpleasant or difficult place , situation , or experience"
wanna,What do you wanna do?,"short form of "" want to"" or "" want a"""
many,How many times do I have to tell you?,"used mainly in negative sentences and questions and with ""too"", ""so"", and ""as"" to mean ""a large number of"""
saw,I saw it with my own eyes.,past simple of see
trying,What are you trying to do?,annoying and difficult
best,You're my best friend.,"of the highest quality , or being the most suitable , pleasing , or effective type of thing or person"
seen,I've never seen anything like it.,past participle of see
job,You're doing a good job.,the regular work that a person does to earn money
without,What would I do without you?,"not having or doing something, or lacking something"
heard,I've heard a lot about you.,to receive or become conscious of a sound using your ears
matter,What's the matter with you?,a situation or subject that is being dealt with or considered
men,As Roger Ramjet and his men Get all the crooks they're after.,male members of the armed forces who are not officers
gotta,We gotta get out of here.,short form of have got to
shit,You're full of shit.,the solid waste that is released from the bowels of a person or animal
woman,You'll be a woman soon,an adult female human being
live,Cheers is filmed before a live studio audience.,(to continue ) to be alive or have life
guess,"Yeah, I guess you're right.",to give an answer to a particular question when you do not have all the facts and so cannot be certain if you are correct
baby,"Come on, baby, come on.","a very young child , especially one that has not yet begun to walk or talk"
ready,Are you ready for this?,prepared and suitable for fast activity
together,We're in this together.,with each other
head,Put your hands on your head.,"the part of the body above the neck where the eyes , nose , mouth , ears , and brain are"
once,We must leave at once.,one single time
haven't,We haven't got much time.,short form of have not
already,"Somehow, he must convince a disbelieving world that the nightmare has already begun.",before the present time
yet,You ain't seen nothing yet.,still; until the present time
such,You'll do no such thing.,used before a noun or noun phrase to add emphasis
run,Why did you run away?,"(of people and some animals ) to move along, faster than walking , by taking quick steps in which each foot is lifted before the next foot touches the ground"
use,I could use a good man to help me get my project on wheels.,"to put something such as a tool , skill , or building to a particular purpose"
knew,I knew I could count on you.,past simple of know
most,So let's make the most of this beautiful day.,the biggest number or amount of; more than anything or anyone else
pretty,Andy kept pretty much to himself at first.,"quite , but not extremely"
brother,He's like a brother to me.,a man or boy with the same parents as another person
bring,Why did you bring me here?,"to take or carry someone or something to a place or a person , or in the direction of the person speaking"
days,"Happy and free  -  Oh, happy days",a period in history
tomorrow,We'll talk about it tomorrow.,on the day after today
while,I'll be back in a little while.,"during the time that, or at the same time as"
whole,He's got the whole world in His hands,complete or not divided
wife,I now pronounce you man and wife.,the woman that you are married to
you'd,"You'd like that, wouldn't you?",short form of you had
meet,It's nice to meet you.,to see and talk to someone for the first time
used,You'll get used to it.,"shows that a particular thing always happened or was true in the past, especially if it no longer happens or is no longer true"
minute,I'll be back in a minute.,"one of the 60 parts that an hour is divided into, consisting of 60 seconds"
excuse,If you'll excuse me.,to forgive someone or something
called,You should have called me.,past simple and past participle of call
idea,Whatever gave you that idea?,a suggestion or plan for doing something
took,What took you so long?,past simple of take
alone,Why don't you leave me alone?,without other people
family,It runs in the family.,"a group of people who are related to each other, such as a mother , a father , and their children"
happy,I'm so happy to see you.,"feeling , showing , or causing pleasure or satisfaction"
tonight,What are you doing tonight?,(during) the night of the present day
start,I don't know where to start.,to begin doing something
since,"Since we're together, we might as well say.","from a particular time in the past until a later time , or until now"
myself,I can take care of myself.,"used when the subject of the verb is ""I"" and the object is the same person"
gone,This has gone far enough.,past participle of go
couldn't,I couldn't agree with you more.,short form of could not
ain't,You ain't seen nothing yet.,"short form of am not, is not, are not, has not, or have not"
ah,Ah ha ha ha ha!,"used to express understanding , pleasure , pain , surprise , or the fact that you have noticed something"
hope,I hope you know what you're doing.,"to want something to happen or to be true , and usually have a good reason to think that it might"
fuck,Who the fuck are you?,a rude word meaning to have sex with someone
open,"Come on, open the door.",not closed or fastened
killed,You're gonna get us killed.,past simple and past participle of kill
mom,"Mom, what are you doing?",a mother
play,Don't play games with me.,"When you play, especially as a child , you spend time doing an enjoyable and/or entertaining activity"
hard,I find that hard to believe.,"not easy to bend , cut , or break"
few,I'd like to ask you a few questions.,"some, or a small number of something"
looks,That's what it looks like.,"a person's appearance , especially how attractive they are"
problem,What seems to be the problem?,"a situation , person , or thing that needs attention and needs to be dealt with or solved"
business,It's none of your business.,the activity of buying and selling goods and services
worry,There's nothing to worry about.,to think about problems or unpleasant things that might happen in a way that makes you feel unhappy and frightened
mrs,This is Mrs. H. She's gorgeous.,a title used before the family name or full name of a married woman who has no other title
ago,That was a long time ago.,back in time from the present
die,Do you want to die?,"to stop being alive , either suddenly or slowly"
turn,One good turn deserves another.,to ( cause to) move in a circle around a fixed point or line
until,"Until next time, try to enjoy the daylight.",up to (the time that)
hand,Let me give you a hand.,"the part of the body at the end of the arm that is used for holding , moving , touching , and feeling things"
watch,Watch where you're going!,"to look at something for a period of time , especially something that is changing or moving"
both,"Stop it, both of you!",(referring to) two people or things together
sit,Why don't you sit down?,"to ( cause someone to) be in a position in which the lower part of the body is resting on a seat or other type of support , with the upper part of the body vertical"
face,What happened to your face?,"the front of the head , where the eyes , nose , and mouth are"
friends,We're all friends here.,"a person who you know well and who you like a lot, but who is usually not a member of your family"
says,I don't care what anybody says.,"to pronounce words or sounds , to express a thought , opinion , or suggestion , or to state a fact or instruction"
who's,"Well, well, look who's here.",short form of who has
bit,"Marking it with twin circles, I feel a bit more grown-up!",a small piece or amount of something
soon,I'll be back as soon as I can.,in or within a short time ; before long ; quickly
fucking,Are you out of your fucking mind?,"used to emphasize a statement , especially an angry one"
five,"One, two, three, four, five.",the number 5
lost,Have you lost your mind?,not knowing where you are and how to get to a place
school,We went to school together.,a place where children go to be educated
end,It's not the end of the world.,the part of a place or thing that is furthest away from the centre
year,It was the year everything changed.,"a period of twelve months , especially from 1 January to 31 December"
saying,Do you understand what I'm saying?,a well-known wise statement that often has a meaning that is different from the simple meanings of the words it contains
heart,You're breaking my heart.,the organ in your chest that sends the blood around your body
wants,He wants to talk to you.,needs
police,Did you call the police?,"the official organization that is responsible for protecting people and property , making people obey the law , finding out about and solving crime , and catching people who have committed a crime"
forget,And don't you forget it.,"to be unable to remember a fact , something that happened , or how to do something"
actually,I can't believe I'm actually doing this.,in fact or really
bye,I've come to say good-bye.,goodbye
true,You know that's not true.,( especially of facts or statements ) right and not wrong ; correct
case,"But I can't give you this case, 'cause it don't belong to me.",a particular situation or example of something
later,I'll talk to you later.,at a time in the future or after the time you have mentioned
doctor,What did the doctor say?,a person with a medical degree whose job is to treat people who are ill or hurt
young,"Michael Knight, a young loner... on a crusade to champion the cause of the innocent... the helpless, the powerless... in a world of criminals who operate above the law.",having lived or existed for only a short time and not old
anyone,Is there anyone alive out there?,"used in questions and negatives to mean ""a person or people """
also,Also starring... as Sergeant Carter.,in addition
beautiful,So let's make the most of this beautiful day.,very attractive
door,There's someone at the door.,"a flat object that is used to close the entrance of something such as a room or building , or the entrance itself"
late,It's too late for that.,( happening or being) near the end of a period of time
eat,Let's get something to eat.,"to put or take food into the mouth , chew it (= crush it with the teeth ) , and swallow it"
dr,Starring David Janssen as Dr. Richard Kimble.,written abbreviation for Doctor
dear,"Are you all right, dear?",loved or liked very much
damn,None of your damn business.,an expression of anger
under,You're all under arrest.,"in or to a position below or lower than something else , often so that one thing covers the other"
easy,That's easy for you to say.,needing little effort
pay,You'll pay for this!,to give money to someone for something you want to buy or for services provided
each,You two know each other?,"every thing, person , etc. in a group of two or more, considered separately"
afraid,What are you afraid of?,"feeling fear , or feeling worry about the possible results of a particular situation"
four,"One, two, three, four, five.",the number 4
shut,Why don't you shut up?,to ( cause to) close something
second,Can I talk to you for a second?,immediately after the first and before any others
kid,"Here's looking at you, kid.",a child
cause,"I take care of both of them, which ain't easy, 'cause when they met, it was murder.","the reason why something, especially something bad , happens"
having,Are you having a good time?,present participle of have
death,It's a matter of life and death.,the end of life
everyone,The love boat promises something for everyone.,every person
check,We'll check it out.,"to make certain that something or someone is correct , safe , or suitable by examining it, him, or her quickly"
minutes,I'll be back in a few minutes.,the written record of what was said at a meeting
probably,"Yeah, you're probably right.",used to mean that something is very likely
hit,Why did you hit me?,"to move your hand or an object onto the surface of something so that it touches it, usually with force"
drink,Would you like something to drink?,(an amount of) liquid that is taken into the body through the mouth
aren't,Aren't you ashamed of yourself?,short form of are not
thinking,What are you thinking about?,the activity of using your mind to consider something
far,This has gone far enough.,"at, to, or from a great distance in space or time"
shall,What shall we do now?,"used instead of ""will"" when the subject is ""I"" or ""we"""
somebody,I want you to meet somebody.,someone
everybody,Where the hell is everybody?,→ everyone
eyes,I saw it with my own eyes.,one of the two organs in your face that are used for seeing
knows,He knows what he's doing.,to have information in your mind
gave,Who gave it to you?,past simple of give
hands,Get your hands off me!,"the part of the body at the end of the arm that is used for holding , moving , touching , and feeling things"
happen,It'll never happen again.,(of a situation or an event ) to have existence or come into existence
water,I'll get you some water.,"a clear liquid , without colour or taste , that falls from the sky as rain and is necessary for animal and plant life"
mine,Your guess is as good as mine.,the one(s) belonging to or connected with me
exactly,I know exactly how you feel.,used when you are giving or asking for information that is completely correct
change,What made you change your mind?,"to exchange one thing for another thing, especially of a similar type"
stuff,What is all this stuff?,"a substance , especially when you do not know or say exactly what it is"
kids,"So come and join us, all you kids, For lots of fun and laughter",a child
fire,It was the year of fire.,"the state of burning that produces flames that send out heat and light , and might produce smoke"
crazy,You're driving me crazy.,stupid or not reasonable
part,I don't want any part of it.,some but not all of a thing
wish,Your wish is my command.,used with the past simple to express that you feel sorry or sad about a state or situation that exists at the moment
working,We're working on it.,relating to work
anyway,What are you doing here anyway?,"whatever else is happening , without considering other things"
chance,This is your last chance.,an occasion that allows something to be done
sleep,Try to get some sleep.,the resting state in which the body is not active and the mind is unconscious
captain,This is the captain speaking.,the leader of a sports team
taking,Where are you taking me?,present participle of take
phone,We spoke on the phone.,a device that uses either a system of wires along which electrical signals are sent or a system of radio signals to make it possible for you to speak to someone in another place who has a similar device
hurt,I'm not going to hurt you.,"to feel pain in a part of your body , or to injure someone or cause them pain"
stand,"Well, don't just stand there.","to be in a vertical state or to put into a vertical state , especially (of a person or animal ) by making the legs straight"
trouble,What seems to be the trouble?,problems or difficulties
word,Take my word for it.,a single unit of language that has meaning and can be spoken or written
waiting,What are you waiting for?,present participle of wait
quite,"Oh, that's quite all right.",completely
set,It is by will alone I set my mind in motion.,to put something in a particular place or position
its,"Its continuing mission, to explore strange new worlds to seek out new life and new civilisations to boldly go where no one has gone before.",belonging to or relating to something that has already been mentioned
rest,May he rest in peace.,to ( cause someone or something to) stop doing a particular activity or stop being active for a period of time in order to relax and get back your strength
half,You don't know the half of it.,either of the two equal or nearly equal parts that together make up a whole
deal,I'll make a deal with you.,"an agreement or an arrangement , especially in business"
married,How long have you been married?,having a wife or husband
fight,Do you want to fight?,to use physical force to try to defeat another person or group of people
times,How many times do I have to tell you?,on many occasions
read,Don't you read the papers?,to look at words or symbols and understand what they mean
number,How did you get this number?,(a sign or symbol representing ) a unit that forms part of the system of counting and calculating
against,Anything you say can and will be used against you in a court of law.,disagreeing with a plan or activity
close,Most new fish come close to madness the first night.,"to change from being open to not being open , or to cause something to do this"
inside,I have inside me blood of kings,"the part , space , or side of something that is inside"
cut,Will you cut it out?,"to break the surface of something, or to divide or make something smaller , using a sharp tool , especially a knife"
point,You're missing the point.,"an idea , opinion , or piece of information that is said or written"
comes,What goes around comes around.,to move or travel towards the speaker or with the speaker
means,You know what that means?,a method or way of doing something
whatever,Whatever gave you that idea?,it is not important what is; it makes no difference what (is)
makes,What makes you say that?,"to produce something, often using a particular substance or material"
asked,He asked me to marry him.,past simple and past participle of ask
lady,She's one lady who knows how to take care of herself.,a polite or old-fashioned way of referring to or talking to a woman
