word,sentence,word_mean
may,May I?,used to express possibility :
fine,Fine.,good or good enough; healthy and well:
stay,Stay here.,to not move away from or leave a place or situation :
lot,Thanks a lot.,lots (of) a large amount or number of people or things:
huh,Huh?,used to show that you have not heard or understood something:
enough,That's enough.,as much as is necessary ; in the amount or to the degree needed :
course,Of course.,"a set of classes or a plan of study on a particular subject , usually leading to an exam or qualification :"
house,This is my house.,"a building that people , usually one family , live in:"
through,Coming through.,from one end or side of something to the other:
coming,I'm coming.,happening soon :
wrong,What's wrong?,not correct :
understand,I understand.,to know the meaning of something that someone says:
left,Left.,on or towards the side of your body that is to the west when you are facing north :
guys,"Hey, guys.",used to address a group of people of either sex :
done,Well done.,past participle of do
kind,What kind?,"generous , helpful , and thinking about other people's feelings :"
hear,Can you hear me?,to receive or become conscious of a sound using your ears :
girl,Good girl.,"a female child or young woman, especially one still at school :"
every,Every day.,used when referring to all the members of a group of three or more:
remember,Remember?,"to be able to bring back a piece of information into your mind , or to keep a piece of information in your memory :"
bad,Not bad.,unpleasant and causing difficulties :
happened,What happened?,past simple and past participle of happen
another,Another one?,one more person or thing or an extra amount :
might,I might.,"past simple of the verb may , used especially when reporting what someone has said, thought , asked , etc.:"
kill,Kill him!,to cause someone or something to die :
ask,Why do you ask?,"to put a question to someone, or to request an answer from someone:"
which,Which one?,(used in questions and structures in which there is a fixed or limited set of answers or possibilities ) what one or ones :
wanted,You wanted to see me?,wished for and loved by other people :
came,I'm glad you came.,past simple of come
mother,Mother!,a female parent :
boy,"Oh, boy.","a male child or, more generally , a male of any age :"
own,Mind your own business.,belonging to or done by a particular person or thing:
being,For the time being.,a person or thing that exists :
mind,Never mind.,"the part of a person that makes it possible for him or her to think , feel emotions , and understand things:"
dead,He's dead.,not now living :
try,I'll try.,to attempt to do something:
show,I'll show you.,to make it possible for something to be seen :
hi,Hi.,"used as an informal greeting , usually to people who you know :"
care,I don't care.,the process of protecting someone or something and providing what that person or thing needs :
ok,OK.,used to show that you agree with something or agree to do something:
son,Son of a bitch!,your male child :
world,It's not the end of the world.,"the earth and all the people , places , and things on it:"
today,Not today.,(on) the present day :
else,What else?,"used after words beginning with any- , every- , no- , and some- , or after how , what , where , who , why , but not which , to mean 'other', 'another', 'different', ' extra ':"
morning,Good morning.,the part of the day from the time when the sun rises or you wake up until the middle of the day or lunch time :
someone,Is someone there?,used to refer to a single person when you do not know who they are or when it is not important who they are:
talking,What are you talking about?,present participle of talk
same,Same here.,exactly like another or each other:
miss,I miss you.,"to fail to do or experience something, often something planned or expected , or to avoid doing or experiencing something:"
next,Next.,being the first one after the present one or after the one just mentioned :
car,Get in the car.,"a road vehicle with an engine , four wheels , and seats for a small number of people :"
looking,What are you looking at?,having the stated appearance :
getting,It's getting late.,present participle of get
wouldn't,I wouldn't know.,short form of would not:
yourself,Help yourself.,"used when the subject of the verb is ""you"" or the person being spoken to, and the object is the same person :"
found,I found it.,past simple and past participle of find
we've,We've met.,short form of we have:
friend,A friend.,"a person who you know well and who you like a lot, but who is usually not a member of your family :"
move,Move!,to ( cause to) change position :
room,Go to your room.,"a part of the inside of a building that is separated from other parts by walls , floor , and ceiling :"
hold,Hold on.,to take and keep something in your hand or arms :
wasn't,It wasn't me.,short form of was not:
dad,Dad!,a father :
real,For real?,existing in fact and not imaginary :
went,What went wrong?,past simple of go
hell,What the hell?,"an extremely unpleasant or difficult place , situation , or experience :"
wanna,I wanna talk to you.,"short form of "" want to"" or "" want a"":"
many,How many?,"used mainly in negative sentences and questions and with ""too"", ""so"", and ""as"" to mean ""a large number of"":"
saw,I saw it.,past simple of see
trying,I'm trying.,annoying and difficult :
best,I'll do my best.,"of the highest quality , or being the most suitable , pleasing , or effective type of thing or person :"
seen,Have you seen him?,past participle of see
job,Good job.,the regular work that a person does to earn money :
without,I can't live without you.,"not having or doing something, or lacking something:"
heard,You heard me.,to receive or become conscious of a sound using your ears :
matter,What's the matter?,a situation or subject that is being dealt with or considered :
men,Men.,male members of the armed forces who are not officers :
gotta,I gotta go.,short form of have got to:
shit,Shit!,the solid waste that is released from the bowels of a person or animal :
woman,A woman.,an adult female human being:
live,Where do you live?,(to continue ) to be alive or have life :
guess,I guess.,to give an answer to a particular question when you do not have all the facts and so cannot be certain if you are correct :
baby,"Come on, baby.","a very young child , especially one that has not yet begun to walk or talk :"
ready,Ready?,prepared and suitable for fast activity :
together,Together.,with each other:
head,Watch your head.,"the part of the body above the neck where the eyes , nose , mouth , ears , and brain are:"
once,Once.,one single time :
haven't,"No, I haven't.",short form of have not:
already,Already?,before the present time :
yet,Not yet.,still; until the present time :
such,Such as?,used before a noun or noun phrase to add emphasis :
run,Run!,"(of people and some animals ) to move along, faster than walking , by taking quick steps in which each foot is lifted before the next foot touches the ground :"
use,It's no use.,"to put something such as a tool , skill , or building to a particular purpose :"
knew,I knew it.,past simple of know
most,Most of the time.,the biggest number or amount of; more than anything or anyone else :
pretty,Pretty good.,"quite , but not extremely :"
brother,Brother!,a man or boy with the same parents as another person :
bring,Bring him in.,"to take or carry someone or something to a place or a person , or in the direction of the person speaking :"
days,Three days.,a period in history :
tomorrow,Tomorrow.,on the day after today:
while,It's been a while.,"during the time that, or at the same time as:"
whole,That's the whole point.,complete or not divided :
wife,My wife.,the woman that you are married to:
you'd,You'd be surprised.,short form of you had:
meet,Nice to meet you.,to see and talk to someone for the first time :
used,I'm used to it.,"shows that a particular thing always happened or was true in the past, especially if it no longer happens or is no longer true :"
minute,Wait a minute.,"one of the 60 parts that an hour is divided into, consisting of 60 seconds :"
excuse,Excuse me.,to forgive someone or something:
called,What's it called?,past simple and past participle of call
idea,Good idea.,a suggestion or plan for doing something:
took,What took you so long?,past simple of take
alone,Leave me alone.,without other people :
family,Family?,"a group of people who are related to each other, such as a mother , a father , and their children :"
happy,Happy birthday.,"feeling , showing , or causing pleasure or satisfaction :"
tonight,Tonight.,(during) the night of the present day :
start,Don't start.,to begin doing something:
since,Since when?,"from a particular time in the past until a later time , or until now:"
myself,I can take care of myself.,"used when the subject of the verb is ""I"" and the object is the same person :"
gone,He's gone.,past participle of go
couldn't,I couldn't.,short form of could not:
ain't,Ain't that right?,"short form of am not, is not, are not, has not, or have not:"
ah,Ah!,"used to express understanding , pleasure , pain , surprise , or the fact that you have noticed something:"
hope,I hope so.,"to want something to happen or to be true , and usually have a good reason to think that it might:"
fuck,Fuck!,a rude word meaning to have sex with someone
open,Open the door!,not closed or fastened :
killed,I killed him.,past simple and past participle of kill
mom,Mom!,a mother :
play,Let's play.,"When you play, especially as a child , you spend time doing an enjoyable and/or entertaining activity :"
hard,It's hard to say.,"not easy to bend , cut , or break :"
few,A few.,"some, or a small number of something:"
looks,Looks good.,"a person's appearance , especially how attractive they are:"
problem,No problem.,"a situation , person , or thing that needs attention and needs to be dealt with or solved :"
business,None of your business.,the activity of buying and selling goods and services :
worry,Don't worry.,to think about problems or unpleasant things that might happen in a way that makes you feel unhappy and frightened :
mrs,Mrs.,a title used before the family name or full name of a married woman who has no other title :
ago,That was a long time ago.,back in time from the present :
die,Die!,"to stop being alive , either suddenly or slowly :"
turn,Turn around.,to ( cause to) move in a circle around a fixed point or line :
until,Until now.,up to (the time that):
hand,Give me your hand.,"the part of the body at the end of the arm that is used for holding , moving , touching , and feeling things:"
watch,Watch out!,"to look at something for a period of time , especially something that is changing or moving :"
both,Both.,(referring to) two people or things together:
sit,Sit down.,"to ( cause someone to) be in a position in which the lower part of the body is resting on a seat or other type of support , with the upper part of the body vertical :"
face,What happened to your face?,"the front of the head , where the eyes , nose , and mouth are:"
friends,Friends?,"a person who you know well and who you like a lot, but who is usually not a member of your family :"
says,Says who?,"to pronounce words or sounds , to express a thought , opinion , or suggestion , or to state a fact or instruction :"
who's,Who's that?,short form of who has:
bit,A little bit.,a small piece or amount of something:
soon,Soon.,in or within a short time ; before long ; quickly :
fucking,Fucking hell!,"used to emphasize a statement , especially an angry one:"
five,Five.,the number 5:
lost,Get lost!,not knowing where you are and how to get to a place :
school,School?,a place where children go to be educated :
end,End of story.,the part of a place or thing that is furthest away from the centre :
year,Happy New Year.,"a period of twelve months , especially from 1 January to 31 December :"
saying,What are you saying?,a well-known wise statement that often has a meaning that is different from the simple meanings of the words it contains :
heart,Cross my heart.,the organ in your chest that sends the blood around your body :
wants,Who wants to know?,needs :
police,Police!,"the official organization that is responsible for protecting people and property , making people obey the law , finding out about and solving crime , and catching people who have committed a crime :"
forget,Forget it.,"to be unable to remember a fact , something that happened , or how to do something:"
actually,Actually...,in fact or really:
bye,Bye.,goodbye :
true,It's true.,( especially of facts or statements ) right and not wrong ; correct :
case,Just in case.,a particular situation or example of something:
later,See you later.,at a time in the future or after the time you have mentioned :
doctor,Doctor!,a person with a medical degree whose job is to treat people who are ill or hurt :
young,You're young.,having lived or existed for only a short time and not old :
anyone,Anyone?,"used in questions and negatives to mean ""a person or people "":"
also,And also...,in addition :
beautiful,Beautiful.,very attractive :
door,Open the door!,"a flat object that is used to close the entrance of something such as a room or building , or the entrance itself:"
late,It's too late.,( happening or being) near the end of a period of time :
eat,Eat.,"to put or take food into the mouth , chew it (= crush it with the teeth ) , and swallow it:"
dr,Dr.,written abbreviation for Doctor:
dear,"Oh, dear.",loved or liked very much:
damn,Damn!,an expression of anger :
under,You're under arrest.,"in or to a position below or lower than something else , often so that one thing covers the other:"
easy,Take it easy.,needing little effort :
pay,Pay attention.,to give money to someone for something you want to buy or for services provided :
each,You two know each other?,"every thing, person , etc. in a group of two or more, considered separately :"
afraid,Don't be afraid.,"feeling fear , or feeling worry about the possible results of a particular situation :"
four,Four.,the number 4:
shut,Shut up!,to ( cause to) close something:
second,Wait a second.,immediately after the first and before any others :
kid,"Hey, kid.",a child :
cause,Cause of death?,"the reason why something, especially something bad , happens :"
having,Having fun?,present participle of have
death,Death.,the end of life :
everyone,Everyone.,every person :
check,Check.,"to make certain that something or someone is correct , safe , or suitable by examining it, him, or her quickly :"
minutes,Five minutes.,the written record of what was said at a meeting :
probably,Probably.,used to mean that something is very likely :
hit,Hit me.,"to move your hand or an object onto the surface of something so that it touches it, usually with force :"
drink,Drink.,(an amount of) liquid that is taken into the body through the mouth :
aren't,Aren't you?,short form of are not:
thinking,What are you thinking?,the activity of using your mind to consider something:
far,So far.,"at, to, or from a great distance in space or time :"
shall,Shall we?,"used instead of ""will"" when the subject is ""I"" or ""we"":"
somebody,Somebody help me!,someone
everybody,Where is everybody?,→ everyone
eyes,Close your eyes.,one of the two organs in your face that are used for seeing :
knows,Who knows?,to have information in your mind :
gave,Who gave it to you?,past simple of give
hands,Hands up!,"the part of the body at the end of the arm that is used for holding , moving , touching , and feeling things:"
happen,How did this happen?,(of a situation or an event ) to have existence or come into existence :
water,Water.,"a clear liquid , without colour or taste , that falls from the sky as rain and is necessary for animal and plant life :"
mine,It's mine.,the one(s) belonging to or connected with me:
exactly,Exactly.,used when you are giving or asking for information that is completely correct :
change,Keep the change.,"to exchange one thing for another thing, especially of a similar type :"
stuff,Good stuff.,"a substance , especially when you do not know or say exactly what it is:"
kids,Kids.,a child :
fire,Fire!,"the state of burning that produces flames that send out heat and light , and might produce smoke :"
crazy,Are you crazy?,stupid or not reasonable :
part,Which part?,some but not all of a thing:
wish,As you wish.,used with the past simple to express that you feel sorry or sad about a state or situation that exists at the moment :
working,It's working.,relating to work :
anyway,Anyway...,"whatever else is happening , without considering other things:"
chance,Not a chance.,an occasion that allows something to be done:
sleep,Go to sleep.,the resting state in which the body is not active and the mind is unconscious :
captain,Captain.,the leader of a sports team :
where's,Where's that?,
taking,Where are you taking me?,present participle of take
phone,Give me the phone.,a device that uses either a system of wires along which electrical signals are sent or a system of radio signals to make it possible for you to speak to someone in another place who has a similar device :
hurt,Are you hurt?,"to feel pain in a part of your body , or to injure someone or cause them pain :"
stand,Stand by.,"to be in a vertical state or to put into a vertical state , especially (of a person or animal ) by making the legs straight :"
trouble,Trouble?,problems or difficulties :
word,Not a word.,a single unit of language that has meaning and can be spoken or written:
waiting,What are you waiting for?,present participle of wait
quite,Not quite.,completely :
set,All set.,to put something in a particular place or position :
its,It's on its way.,belonging to or relating to something that has already been mentioned :
rest,Get some rest.,to ( cause someone or something to) stop doing a particular activity or stop being active for a period of time in order to relax and get back your strength :
half,Half.,either of the two equal or nearly equal parts that together make up a whole :
deal,Deal.,"an agreement or an arrangement , especially in business :"
married,Are you married?,having a wife or husband :
fight,Fight!,to use physical force to try to defeat another person or group of people :
times,How many times do I have to tell you?,on many occasions :
read,Read it.,to look at words or symbols and understand what they mean :
number,Wrong number.,(a sign or symbol representing ) a unit that forms part of the system of counting and calculating :
against,Anything you say can and will be used against you in a court of law.,disagreeing with a plan or activity :
close,Close your eyes.,"to change from being open to not being open , or to cause something to do this:"
inside,Inside.,"the part , space , or side of something that is inside:"
cut,Cut!,"to break the surface of something, or to divide or make something smaller , using a sharp tool , especially a knife :"
point,That's not the point.,"an idea , opinion , or piece of information that is said or written:"
comes,Here he comes.,to move or travel towards the speaker or with the speaker :
means,By all means.,a method or way of doing something:
whatever,Whatever.,it is not important what is; it makes no difference what (is):
makes,What makes you say that?,"to produce something, often using a particular substance or material :"
asked,I asked you a question.,past simple and past participle of ask
lady,Lady!,a polite or old-fashioned way of referring to or talking to a woman:
em,Get 'em!,short form of them:
person,In person.,"a man, woman, or child :"
he'll,He'll be fine.,short form of he will:
honey,Honey.,"a sweet , sticky , yellow substance made by bees and used as food :"
town,Get out of town.,"a place where people live and work , containing many houses , shops , places of work , places of entertainment , etc., and usually larger than a village but smaller than a city :"
important,It's important.,necessary or of great value :
supposed,What's that supposed to mean?,to have to; to have a duty or a responsibility to:
least,At least.,less than anything or anyone else ; the smallest amount or number :
shot,Nice shot.,past simple and past participle of shoot
making,You're making a mistake.,the activity or process of producing something:
hours,Two hours.,the amount of time during the day or week that you work :
ha,Ha!,"used to express satisfaction that something bad has happened to someone who deserved it, or to show that you have succeeded in something:"
week,A week?,"a period of seven days , especially either from Monday to Sunday or from Sunday to Saturday :"
yours,It's yours.,the one(s) belonging to or connected with the person or group of people being spoken or written to:
hmm,Hmm.,something you say when you pause while talking or when you are uncertain :
hurry,Hurry!,to move or do things more quickly than normal or to make someone do this:
speak,Speak.,"to say words, to use the voice , or to have a conversation with someone:"
nobody,Nobody.,not anyone:
body,Over my dead body.,the whole physical structure that forms a person or animal :
moment,Just a moment.,a very short period of time :
story,It's a long story.,"a description , either true or imagined , of a connected series of events :"
side,I'm on your side.,"a flat outer surface of an object , especially one that is not the top , the bottom , the front , or the back:"
break,Give me a break.,"to ( cause something to) separate suddenly or violently into two or more pieces , or to ( cause something to) stop working by being damaged :"
truth,It's the truth.,the quality of being true :
sister,Sister!,a girl or woman who has the same parents as another person :
high,Are you high?,"( especially of things that are not living ) being a large distance from top to bottom or a long way above the ground , or having the stated distance from top to bottom :"
different,That's different.,not the same:
game,Game over.,"an entertaining activity or sport , especially one played by children , or the equipment needed for such an activity :"
boys,"Come on, boys.",a group of male friends :
fun,Have fun.,"pleasure , enjoyment , or entertainment :"
goes,There he goes.,he/she/it form of go
party,Party!,"a social event at which a group of people meet to talk , eat , drink , dance , etc., often in order to celebrate a special occasion :"
gets,It gets better.,"to obtain , buy , or earn something:"
husband,My husband.,the man that you are married to:
daughter,My daughter.,your female child :
couple,A couple of days.,"two or a few things that are similar or the same, or two or a few people who are in some way connected :"
um,Um.,used in writing to represent the sound that people make when they are pausing or deciding what to say next:
blood,Blood.,"the red liquid that is sent around the body by the heart , and carries oxygen and important substances to organs and tissue , and removes waste products :"
gun,Give me the gun.,a weapon that bullets or shells (= explosive containers ) are fired from:
girls,Girls!,a group of female friends :
war,War!,"armed fighting between two or more countries or groups , or a particular example of this:"
six,Six.,the number 6:
office,In my office.,"a room or part of a building in which people work , especially sitting at tables with computers , phones , etc., usually as a part of a business or other organization :"
anymore,Not anymore.,"If you do not do something or something does not happen anymore, you have stopped doing it or it does not now happen :"
along,Come along.,"from one part of a road , river , etc. to another:"
walk,Walk.,"to move along by putting one foot in front of the other, allowing each foot to touch the ground before lifting the next:"
behind,Behind you!,at the back (of):
children,Children.,plural of child
send,Send him in.,"to cause something to go from one place to another, especially by post or email :"
ahead,Go ahead.,in front :
child,My child!,"a boy or girl from the time of birth until he or she is an adult , or a son or daughter of any age :"
though,"Thank you, though.",despite the fact that:
lord,"Oh, Lord.",a male peer
